ICRPProjectID|ICRPProjectFundingID|AwardCode|AltAwardCode|SponsorCode|FundingOrg|IsChildhoodCancer
15015|54583|CA054021|3U01CA054021-20S1|NIH|National Cancer Institute|y
15015|54584|CA054021|5U01CA054021-17|NIH|National Cancer Institute|y
15015|54585|CA054021|5U01CA054021-18|NIH|National Cancer Institute|y
15015|54586|CA054021|5U01CA054021-19|NIH|National Cancer Institute|y
15015|54587|CA054021|5U01CA054021-20|NIH|National Cancer Institute|y
15015|54588|CA054021|5U01CA054021-13|NIH|National Cancer Institute|y
15015|54589|CA054021|5U01CA054021-14|NIH|National Cancer Institute|y
15015|54590|CA054021|5U01CA054021-15|NIH|National Cancer Institute|y
15015|54591|CA054021|3U01CA054021-15S1|NIH|National Cancer Institute|y
15023|54675|CA097452|2U01CA097452-06|NIH|National Cancer Institute|y
15023|54676|CA097452|2UM1CA097452-11|NIH|National Cancer Institute|y
15023|54677|CA097452|3U01CA097452-07S1|NIH|National Cancer Institute|y
15023|54678|CA097452|3U01CA097452-07S2|NIH|National Cancer Institute|y
15023|54679|CA097452|3U01CA097452-08S1|NIH|National Cancer Institute|y
15023|54680|CA097452|5U01CA097452-07|NIH|National Cancer Institute|y
15023|54681|CA097452|5U01CA097452-08|NIH|National Cancer Institute|y
15023|54682|CA097452|5U01CA097452-09|NIH|National Cancer Institute|y
15023|54683|CA097452|5U01CA097452-10|NIH|National Cancer Institute|y
15023|54684|CA097452|5UM1CA097452-12|NIH|National Cancer Institute|y
15023|54685|CA097452|1U01CA097452-01|NIH|National Cancer Institute|y
15023|54686|CA097452|5U01CA097452-02|NIH|National Cancer Institute|y
15023|54687|CA097452|5U01CA097452-03|NIH|National Cancer Institute|y
15023|54688|CA097452|5U01CA097452-04|NIH|National Cancer Institute|y
15023|54689|CA097452|5U01CA097452-05|NIH|National Cancer Institute|y
15035|54844|CA031946|5U10CA031946-25|NIH|National Cancer Institute|y
15036|54863|CA032102|5U10CA032102-23|NIH|National Cancer Institute|y
15036|54864|CA032102|3U10CA032102-23S2|NIH|National Cancer Institute|y
15037|54873|CA035090|5U10CA035090-31|NIH|National Cancer Institute|y
15038|54879|CA035103|5U10CA035103-24|NIH|National Cancer Institute|y
15038|54880|CA035103|5U10CA035103-25|NIH|National Cancer Institute|y
15038|54885|CA035103|3U10CA035103-19S1|NIH|National Cancer Institute|y
15038|54886|CA035103|5U10CA035103-20|NIH|National Cancer Institute|y
15038|54887|CA035103|5U10CA035103-22|NIH|National Cancer Institute|y
15038|54888|CA035103|5U10CA035103-23|NIH|National Cancer Institute|y
15041|54912|CA035178|2U10CA035178-27|NIH|National Cancer Institute|y
15041|54913|CA035178|5U10CA035178-24|NIH|National Cancer Institute|y
15041|54914|CA035178|5U10CA035178-25|NIH|National Cancer Institute|y
15041|54915|CA035178|5U10CA035178-26|NIH|National Cancer Institute|y
15041|54916|CA035178|5U10CA035178-28|NIH|National Cancer Institute|y
15041|54917|CA035178|5U10CA035178-29|NIH|National Cancer Institute|y
15041|54918|CA035178|5U10CA035178-30|NIH|National Cancer Institute|y
15041|54919|CA035178|5U10CA035178-20|NIH|National Cancer Institute|y
15041|54920|CA035178|5U10CA035178-21|NIH|National Cancer Institute|y
15041|54921|CA035178|2U10CA035178-22|NIH|National Cancer Institute|y
15041|54922|CA035178|5U10CA035178-23|NIH|National Cancer Institute|y
15043|54935|CA035272|3U10CA035272-26S1|NIH|National Cancer Institute|y
15043|54936|CA035272|5U10CA035272-24|NIH|National Cancer Institute|y
15043|54937|CA035272|5U10CA035272-25|NIH|National Cancer Institute|y
15043|54938|CA035272|5U10CA035272-26|NIH|National Cancer Institute|y
15043|54943|CA035272|2U10CA035272-22|NIH|National Cancer Institute|y
15043|54944|CA035272|5U10CA035272-23|NIH|National Cancer Institute|y
15046|54969|CA035431|5U10CA035431-24|NIH|National Cancer Institute|y
15046|54970|CA035431|5U10CA035431-25|NIH|National Cancer Institute|y
15046|54971|CA035431|5U10CA035431-26|NIH|National Cancer Institute|y
15046|54975|CA035431|5U10CA035431-20|NIH|National Cancer Institute|y
15046|54976|CA035431|5U10CA035431-21|NIH|National Cancer Institute|y
15046|54977|CA035431|2U10CA035431-22|NIH|National Cancer Institute|y
15046|54978|CA035431|5U10CA035431-23|NIH|National Cancer Institute|y
15047|54982|CA045418|3U10CA045418-23S1|NIH|National Cancer Institute|y
15047|54987|CA045418|5U10CA045418-27|NIH|National Cancer Institute|y
15048|54992|CA045459|2U10CA045459-22|NIH|National Cancer Institute|y
15048|54993|CA045459|2U10CA045459-27|NIH|National Cancer Institute|y
15048|54994|CA045459|3U10CA045459-21S1|NIH|National Cancer Institute|y
15048|54995|CA045459|3U10CA045459-22S1|NIH|National Cancer Institute|y
15048|54996|CA045459|3U10CA045459-23S1|NIH|National Cancer Institute|y
15048|54997|CA045459|3U10CA045459-24S1|NIH|National Cancer Institute|y
15048|54998|CA045459|3U10CA045459-24S2|NIH|National Cancer Institute|y
15048|54999|CA045459|3U10CA045459-25S1|NIH|National Cancer Institute|y
15048|55000|CA045459|5U10CA045459-21|NIH|National Cancer Institute|y
15048|55001|CA045459|5U10CA045459-23|NIH|National Cancer Institute|y
15048|55002|CA045459|5U10CA045459-24|NIH|National Cancer Institute|y
15048|55003|CA045459|5U10CA045459-25|NIH|National Cancer Institute|y
15048|55004|CA045459|5U10CA045459-26|NIH|National Cancer Institute|y
15048|55005|CA045459|2U10CA045459-17|NIH|National Cancer Institute|y
15048|55006|CA045459|5U10CA045459-18|NIH|National Cancer Institute|y
15048|55007|CA045459|5U10CA045459-19|NIH|National Cancer Institute|y
15048|55008|CA045459|5U10CA045459-20|NIH|National Cancer Institute|y
15052|55043|CA058882|3U10CA058882-15S1|NIH|National Cancer Institute|y
15052|55044|CA058882|5U10CA058882-15|NIH|National Cancer Institute|y
15052|55045|CA058882|5U10CA058882-16|NIH|National Cancer Institute|y
15052|55046|CA058882|5U10CA058882-17|NIH|National Cancer Institute|y
15052|55051|CA058882|5U10CA058882-13|NIH|National Cancer Institute|y
15052|55052|CA058882|5U10CA058882-14|NIH|National Cancer Institute|y
15053|55057|CA063845|3U10CA063845-11S1|NIH|National Cancer Institute|y
15053|55061|CA063845|5U10CA063845-15|NIH|National Cancer Institute|y
15056|55090|CA067575|2U10CA067575-19|NIH|National Cancer Institute|y
15064|55189|HL069233|2U01HL069233-06|NIH|National Cancer Institute|y
15064|55190|HL069233|5U01HL069233-07|NIH|National Cancer Institute|y
15065|55194|HL069278|2U01HL069278-06|NIH|National Cancer Institute|y
15065|55195|HL069278|5U01HL069278-07|NIH|National Cancer Institute|y
15068|55220|CA114766|2U24CA114766-06|NIH|National Cancer Institute|y
15068|55221|CA114766|3U24CA114766-05S1|NIH|National Cancer Institute|y
15068|55222|CA114766|3U24CA114766-05S2|NIH|National Cancer Institute|y
15068|55223|CA114766|3U24CA114766-07S1|NIH|National Cancer Institute|y
15068|55224|CA114766|3U24CA114766-07S2|NIH|National Cancer Institute|y
15068|55225|CA114766|5U24CA114766-03|NIH|National Cancer Institute|y
15068|55226|CA114766|5U24CA114766-04|NIH|National Cancer Institute|y
15068|55227|CA114766|5U24CA114766-05|NIH|National Cancer Institute|y
15068|55228|CA114766|5U24CA114766-08|NIH|National Cancer Institute|y
15068|55229|CA114766|7U24CA114766-07|NIH|National Cancer Institute|y
15068|55230|CA114766|1U24CA114766-01|NIH|National Cancer Institute|y
15068|55231|CA114766|5U24CA114766-02|NIH|National Cancer Institute|y
15085|55325|CA118274|3K01CA118274-04S1|NIH|National Cancer Institute|y
15085|55326|CA118274|5K01CA118274-02|NIH|National Cancer Institute|y
15085|55327|CA118274|5K01CA118274-03|NIH|National Cancer Institute|y
15085|55328|CA118274|5K01CA118274-05|NIH|National Cancer Institute|y
15085|55329|CA118274|7K01CA118274-04|NIH|National Cancer Institute|y
15085|55330|CA118274|1K01CA118274-01|NIH|National Cancer Institute|y
15120|55538|CA074403|3R01CA074403-23S1|NIH|National Cancer Institute|y
15126|55582|CA087905|3R01CA087905-05S1|NIH|National Cancer Institute|y
15126|55583|CA087905|5R01CA087905-03|NIH|National Cancer Institute|y
15126|55584|CA087905|5R01CA087905-04|NIH|National Cancer Institute|y
15126|55585|CA087905|5R01CA087905-05|NIH|National Cancer Institute|y
15142|55681|CA104896|3R01CA104896-04S1|NIH|National Cancer Institute|y
15142|55682|CA104896|5R01CA104896-03|NIH|National Cancer Institute|y
15142|55683|CA104896|5R01CA104896-04|NIH|National Cancer Institute|y
15142|55684|CA104896|1R01CA104896-01A2|NIH|National Cancer Institute|y
15142|55685|CA104896|5R01CA104896-02|NIH|National Cancer Institute|y
15156|55772|CA113446|3R01CA113446-04S1|NIH|National Cancer Institute|y
15156|55773|CA113446|5R01CA113446-03|NIH|National Cancer Institute|y
15156|55774|CA113446|7R01CA113446-04|NIH|National Cancer Institute|y
15156|55775|CA113446|1R01CA113446-01|NIH|National Cancer Institute|y
15156|55776|CA113446|5R01CA113446-02|NIH|National Cancer Institute|y
15168|55844|CA119408|3R01CA119408-04S1|NIH|National Cancer Institute|y
15168|55845|CA119408|5R01CA119408-03|NIH|National Cancer Institute|y
15168|55846|CA119408|5R01CA119408-04|NIH|National Cancer Institute|y
15168|55847|CA119408|1R01CA119408-01|NIH|National Cancer Institute|y
15168|55848|CA119408|5R01CA119408-02|NIH|National Cancer Institute|y
15170|55857|CA120997|3R01CA120997-05S1|NIH|National Cancer Institute|y
15170|55862|CA120997|5R01CA120997-06|NIH|National Cancer Institute|y
15194|55952|CA099139|5R33CA099139-03|NIH|National Cancer Institute|y
15194|55953|CA099139|5R33CA099139-04|NIH|National Cancer Institute|y
15194|55954|CA099139|1R21CA099139-01A1|NIH|National Cancer Institute|y
15197|55967|CA036401|3R37CA036401-25S1|NIH|National Cancer Institute|y
15197|55968|CA036401|3R37CA036401-26S1|NIH|National Cancer Institute|y
15197|55969|CA036401|4R37CA036401-27|NIH|National Cancer Institute|y
15197|55970|CA036401|5R37CA036401-24|NIH|National Cancer Institute|y
15197|55971|CA036401|5R37CA036401-25|NIH|National Cancer Institute|y
15197|55972|CA036401|5R37CA036401-26|NIH|National Cancer Institute|y
15197|55973|CA036401|5R37CA036401-28|NIH|National Cancer Institute|y
15197|55974|CA036401|5R37CA036401-29|NIH|National Cancer Institute|y
15197|55975|CA036401|5R37CA036401-30|NIH|National Cancer Institute|y
15197|55976|CA036401|5R37CA036401-20|NIH|National Cancer Institute|y
15197|55977|CA036401|5R37CA036401-21|NIH|National Cancer Institute|y
15197|55978|CA036401|2R37CA036401-22|NIH|National Cancer Institute|y
15197|55979|CA036401|5R37CA036401-23|NIH|National Cancer Institute|y
15230|56221|CA101178|3U10CA101178-03S2|NIH|National Cancer Institute|y
15230|56222|CA101178|1U10CA101178-01|NIH|National Cancer Institute|y
15230|56223|CA101178|5U10CA101178-02|NIH|National Cancer Institute|y
15230|56224|CA101178|5U10CA101178-03|NIH|National Cancer Institute|y
15230|56225|CA101178|3U10CA101178-03S1|NIH|National Cancer Institute|y
15279|56434|CA058596|4R37CA058596-16|NIH|National Cancer Institute|y
15279|56435|CA058596|5R37CA058596-15|NIH|National Cancer Institute|y
15279|56436|CA058596|5R37CA058596-17|NIH|National Cancer Institute|y
15279|56437|CA058596|5R37CA058596-18|NIH|National Cancer Institute|y
15279|56438|CA058596|5R37CA058596-19|NIH|National Cancer Institute|y
15279|56439|CA058596|2R37CA058596-11|NIH|National Cancer Institute|y
15279|56440|CA058596|5R37CA058596-12|NIH|National Cancer Institute|y
15279|56441|CA058596|5R37CA058596-13|NIH|National Cancer Institute|y
15279|56442|CA058596|5R37CA058596-14|NIH|National Cancer Institute|y
15380|56673|CA093660|5K01CA093660-06|NIH|National Cancer Institute|y
15380|56674|CA093660|1K01CA093660-01A1|NIH|National Cancer Institute|y
15380|56675|CA093660|5K01CA093660-02|NIH|National Cancer Institute|y
15380|56676|CA093660|5K01CA093660-03|NIH|National Cancer Institute|y
15380|56677|CA093660|5K01CA093660-04|NIH|National Cancer Institute|y
15419|56838|CA093554|5K08CA093554-06|NIH|National Cancer Institute|y
15419|56839|CA093554|1K08CA093554-01A1|NIH|National Cancer Institute|y
15419|56840|CA093554|5K08CA093554-02|NIH|National Cancer Institute|y
15419|56841|CA093554|5K08CA093554-03|NIH|National Cancer Institute|y
15419|56842|CA093554|5K08CA093554-04|NIH|National Cancer Institute|y
15419|56843|CA093554|5K08CA093554-05|NIH|National Cancer Institute|y
15420|56844|CA096579|5K08CA096579-06|NIH|National Cancer Institute|y
15420|56845|CA096579|1K08CA096579-01|NIH|National Cancer Institute|y
15420|56846|CA096579|5K08CA096579-02|NIH|National Cancer Institute|y
15420|56847|CA096579|5K08CA096579-03|NIH|National Cancer Institute|y
15420|56848|CA096579|5K08CA096579-04|NIH|National Cancer Institute|y
15420|56849|CA096579|5K08CA096579-05|NIH|National Cancer Institute|y
15427|56880|CA111733|5K08CA111733-03|NIH|National Cancer Institute|y
15427|56881|CA111733|5K08CA111733-04|NIH|National Cancer Institute|y
15427|56882|CA111733|5K08CA111733-05|NIH|National Cancer Institute|y
15427|56883|CA111733|1K08CA111733-01|NIH|National Cancer Institute|y
15427|56884|CA111733|5K08CA111733-02|NIH|National Cancer Institute|y
15431|56900|CA114395|5K08CA114395-02|NIH|National Cancer Institute|y
15431|56901|CA114395|5K08CA114395-03|NIH|National Cancer Institute|y
15431|56902|CA114395|1K08CA114395-01A2|NIH|National Cancer Institute|y
15453|56959|CA113557|5K22CA113557-02|NIH|National Cancer Institute|y
15453|56960|CA113557|5K22CA113557-03|NIH|National Cancer Institute|y
15453|56961|CA113557|1K22CA113557-01A2|NIH|National Cancer Institute|y
15467|57017|CA113775|5K23CA113775-02|NIH|National Cancer Institute|y
15467|57018|CA113775|5K23CA113775-03|NIH|National Cancer Institute|y
15467|57019|CA113775|5K23CA113775-04|NIH|National Cancer Institute|y
15467|57020|CA113775|5K23CA113775-05|NIH|National Cancer Institute|y
15467|57021|CA113775|1K23CA113775-01A1|NIH|National Cancer Institute|y
15486|57065|CA047179|5P01CA047179-13|NIH|National Cancer Institute|y
15486|57066|CA047179|5P01CA047179-14|NIH|National Cancer Institute|y
15486|57067|CA047179|2P01CA047179-15A2|NIH|National Cancer Institute|y
15493|57100|CA106450|5P01CA106450-03|NIH|National Cancer Institute|y
15493|57101|CA106450|5P01CA106450-04|NIH|National Cancer Institute|y
15493|57102|CA106450|5P01CA106450-05|NIH|National Cancer Institute|y
15493|57103|CA106450|1P01CA106450-01A1|NIH|National Cancer Institute|y
15493|57104|CA106450|5P01CA106450-02|NIH|National Cancer Institute|y
15559|57285|CA042361|5R01CA042361-16|NIH|National Cancer Institute|y
15559|57286|CA042361|5R01CA042361-17|NIH|National Cancer Institute|y
15559|57287|CA042361|5R01CA042361-12|NIH|National Cancer Institute|y
15559|57288|CA042361|2R01CA042361-13|NIH|National Cancer Institute|y
15559|57289|CA042361|5R01CA042361-14|NIH|National Cancer Institute|y
15559|57290|CA042361|5R01CA042361-15|NIH|National Cancer Institute|y
15582|57424|CA065537|5R01CA065537-12|NIH|National Cancer Institute|y
15582|57425|CA065537|5R01CA065537-13|NIH|National Cancer Institute|y
15582|57426|CA065537|5R01CA065537-14|NIH|National Cancer Institute|y
15582|57427|CA065537|5R01CA065537-15|NIH|National Cancer Institute|y
15582|57428|CA065537|5R01CA065537-16|NIH|National Cancer Institute|y
15582|57432|CA065537|2R01CA065537-11A2|NIH|National Cancer Institute|y
15599|57539|CA072433|5R01CA072433-07|NIH|National Cancer Institute|y
15618|57643|CA078259|5R01CA078259-08|NIH|National Cancer Institute|y
15618|57644|CA078259|5R01CA078259-09|NIH|National Cancer Institute|y
15618|57646|CA078259|5R01CA078259-05|NIH|National Cancer Institute|y
15618|57647|CA078259|2R01CA078259-06A2|NIH|National Cancer Institute|y
15618|57648|CA078259|5R01CA078259-07|NIH|National Cancer Institute|y
15632|57725|CA081255|5R01CA081255-07|NIH|National Cancer Institute|y
15632|57726|CA081255|5R01CA081255-08|NIH|National Cancer Institute|y
15632|57727|CA081255|5R01CA081255-09|NIH|National Cancer Institute|y
15632|57728|CA081255|5R01CA081255-10|NIH|National Cancer Institute|y
15632|57729|CA081255|5R01CA081255-05|NIH|National Cancer Institute|y
15632|57730|CA081255|2R01CA081255-06A1|NIH|National Cancer Institute|y
15685|57978|CA101954|5K08CA101954-03|NIH|National Cancer Institute|y
15685|57979|CA101954|7K08CA101954-02|NIH|National Cancer Institute|y
15685|57980|CA101954|1K08CA101954-01A2|NIH|National Cancer Institute|y
15691|58001|CA120544|5K08CA120544-02|NIH|National Cancer Institute|y
15691|58002|CA120544|5K08CA120544-03|NIH|National Cancer Institute|y
15691|58003|CA120544|5K08CA120544-04|NIH|National Cancer Institute|y
15691|58004|CA120544|7K08CA120544-05|NIH|National Cancer Institute|y
15691|58005|CA120544|1K08CA120544-01|NIH|National Cancer Institute|y
15745|58184|CA097323|5P01CA097323-05|NIH|National Cancer Institute|y
15745|58185|CA097323|1P01CA097323-01A1|NIH|National Cancer Institute|y
15745|58186|CA097323|5P01CA097323-02|NIH|National Cancer Institute|y
15745|58187|CA097323|5P01CA097323-03|NIH|National Cancer Institute|y
15745|58188|CA097323|5P01CA097323-04|NIH|National Cancer Institute|y
15834|58511|CA064202|5R01CA064202-14|NIH|National Cancer Institute|y
15834|58512|CA064202|2R01CA064202-10A1|NIH|National Cancer Institute|y
15834|58513|CA064202|5R01CA064202-11|NIH|National Cancer Institute|y
15834|58514|CA064202|5R01CA064202-12|NIH|National Cancer Institute|y
15834|58515|CA064202|5R01CA064202-13|NIH|National Cancer Institute|y
15839|58541|CA069495|5R01CA069495-14|NIH|National Cancer Institute|y
15866|58704|CA076641|5R01CA076641-10|NIH|National Cancer Institute|y
15866|58705|CA076641|2R01CA076641-06|NIH|National Cancer Institute|y
15866|58706|CA076641|5R01CA076641-07|NIH|National Cancer Institute|y
15866|58707|CA076641|5R01CA076641-08|NIH|National Cancer Institute|y
15866|58708|CA076641|5R01CA076641-09|NIH|National Cancer Institute|y
15872|58738|CA077593|5R01CA077593-06|NIH|National Cancer Institute|y
15872|58739|CA077593|5R01CA077593-07|NIH|National Cancer Institute|y
15872|58740|CA077593|5R01CA077593-03|NIH|National Cancer Institute|y
15872|58741|CA077593|3R01CA077593-03S1|NIH|National Cancer Institute|y
15872|58742|CA077593|2R01CA077593-04A3|NIH|National Cancer Institute|y
15872|58743|CA077593|5R01CA077593-05|NIH|National Cancer Institute|y
15874|58749|CA077683|5R01CA077683-08|NIH|National Cancer Institute|y
15874|58750|CA077683|2R01CA077683-04A2|NIH|National Cancer Institute|y
15874|58751|CA077683|5R01CA077683-05|NIH|National Cancer Institute|y
15874|58752|CA077683|5R01CA077683-06|NIH|National Cancer Institute|y
15874|58753|CA077683|5R01CA077683-07|NIH|National Cancer Institute|y
15887|58827|CA079763|5R01CA079763-09|NIH|National Cancer Institute|y
15887|58828|CA079763|2R01CA079763-05|NIH|National Cancer Institute|y
15887|58829|CA079763|5R01CA079763-06|NIH|National Cancer Institute|y
15887|58830|CA079763|5R01CA079763-07|NIH|National Cancer Institute|y
15887|58831|CA079763|5R01CA079763-08|NIH|National Cancer Institute|y
15964|59238|CA121296|4R33CA121296-02|NIH|National Cancer Institute|y
15964|59239|CA121296|5R33CA121296-03|NIH|National Cancer Institute|y
15964|59240|CA121296|5R33CA121296-04|NIH|National Cancer Institute|y
15964|59241|CA121296|1R21CA121296-01|NIH|National Cancer Institute|y
16041|59421|CA117775|5F32CA117775-03|NIH|National Cancer Institute|y
16041|59422|CA117775|1F32CA117775-01|NIH|National Cancer Institute|y
16041|59423|CA117775|5F32CA117775-02|NIH|National Cancer Institute|y
16089|59542|CA114400|5K01CA114400-03|NIH|National Cancer Institute|y
16089|59543|CA114400|5K01CA114400-04|NIH|National Cancer Institute|y
16089|59544|CA114400|5K01CA114400-05|NIH|National Cancer Institute|y
16089|59545|CA114400|1K01CA114400-01|NIH|National Cancer Institute|y
16089|59546|CA114400|7K01CA114400-02|NIH|National Cancer Institute|y
16091|59553|CA115679|5K01CA115679-05|NIH|National Cancer Institute|y
16115|59644|CA108685|5K07CA108685-04|NIH|National Cancer Institute|y
16115|59645|CA108685|5K07CA108685-05|NIH|National Cancer Institute|y
16115|59646|CA108685|5K07CA108685-06|NIH|National Cancer Institute|y
16115|59647|CA108685|1K07CA108685-01A1|NIH|National Cancer Institute|y
16115|59648|CA108685|5K07CA108685-02|NIH|National Cancer Institute|y
16121|59674|CA113643|5K07CA113643-02|NIH|National Cancer Institute|y
16128|59703|CA093450|5K08CA093450-06|NIH|National Cancer Institute|y
16128|59704|CA093450|1K08CA093450-01A1|NIH|National Cancer Institute|y
16128|59705|CA093450|5K08CA093450-02|NIH|National Cancer Institute|y
16128|59706|CA093450|5K08CA093450-03|NIH|National Cancer Institute|y
16128|59707|CA093450|5K08CA093450-04|NIH|National Cancer Institute|y
16128|59708|CA093450|5K08CA093450-05|NIH|National Cancer Institute|y
16136|59744|CA100400|5K08CA100400-05|NIH|National Cancer Institute|y
16136|59745|CA100400|7K08CA100400-04|NIH|National Cancer Institute|y
16136|59746|CA100400|1K08CA100400-01A1|NIH|National Cancer Institute|y
16136|59747|CA100400|5K08CA100400-02|NIH|National Cancer Institute|y
16136|59748|CA100400|5K08CA100400-03|NIH|National Cancer Institute|y
16139|59759|CA107077|5K08CA107077-03|NIH|National Cancer Institute|y
16139|59760|CA107077|5K08CA107077-04|NIH|National Cancer Institute|y
16139|59761|CA107077|5K08CA107077-05|NIH|National Cancer Institute|y
16139|59762|CA107077|1K08CA107077-01A1|NIH|National Cancer Institute|y
16139|59763|CA107077|5K08CA107077-02|NIH|National Cancer Institute|y
16140|59764|CA111399|5K08CA111399-03|NIH|National Cancer Institute|y
16140|59765|CA111399|5K08CA111399-04|NIH|National Cancer Institute|y
16140|59766|CA111399|7K08CA111399-05|NIH|National Cancer Institute|y
16140|59767|CA111399|1K08CA111399-01|NIH|National Cancer Institute|y
16140|59768|CA111399|5K08CA111399-02|NIH|National Cancer Institute|y
16142|59774|CA111819|5K08CA111819-02|NIH|National Cancer Institute|y
16142|59775|CA111819|5K08CA111819-03|NIH|National Cancer Institute|y
16142|59776|CA111819|5K08CA111819-04|NIH|National Cancer Institute|y
16142|59777|CA111819|5K08CA111819-05|NIH|National Cancer Institute|y
16142|59778|CA111819|1K08CA111819-01A2|NIH|National Cancer Institute|y
16147|59797|CA116003|5K08CA116003-02|NIH|National Cancer Institute|y
16147|59798|CA116003|5K08CA116003-03|NIH|National Cancer Institute|y
16147|59799|CA116003|5K08CA116003-04|NIH|National Cancer Institute|y
16147|59800|CA116003|5K08CA116003-05|NIH|National Cancer Institute|y
16147|59801|CA116003|1K08CA116003-01A1|NIH|National Cancer Institute|y
16149|59807|CA118730|5K08CA118730-02|NIH|National Cancer Institute|y
16149|59808|CA118730|5K08CA118730-03|NIH|National Cancer Institute|y
16149|59809|CA118730|5K08CA118730-04|NIH|National Cancer Institute|y
16149|59810|CA118730|5K08CA118730-05|NIH|National Cancer Institute|y
16149|59811|CA118730|1K08CA118730-01A1|NIH|National Cancer Institute|y
16171|59867|CA111728|5K23CA111728-02|NIH|National Cancer Institute|y
16171|59868|CA111728|5K23CA111728-03|NIH|National Cancer Institute|y
16171|59869|CA111728|5K23CA111728-04|NIH|National Cancer Institute|y
16171|59870|CA111728|5K23CA111728-05|NIH|National Cancer Institute|y
16171|59871|CA111728|1K23CA111728-01A2|NIH|National Cancer Institute|y
16172|59872|CA113721|5K23CA113721-02|NIH|National Cancer Institute|y
16172|59873|CA113721|5K23CA113721-03|NIH|National Cancer Institute|y
16172|59874|CA113721|5K23CA113721-04|NIH|National Cancer Institute|y
16172|59875|CA113721|1K23CA113721-01A2|NIH|National Cancer Institute|y
16227|60077|CA096611|5K08CA096611-06|NIH|National Cancer Institute|y
16227|60078|CA096611|1K08CA096611-01|NIH|National Cancer Institute|y
16227|60079|CA096611|5K08CA096611-02|NIH|National Cancer Institute|y
16227|60080|CA096611|5K08CA096611-03|NIH|National Cancer Institute|y
16227|60081|CA096611|5K08CA096611-04|NIH|National Cancer Institute|y
16227|60082|CA096611|5K08CA096611-05|NIH|National Cancer Institute|y
16228|60083|CA096755|5K08CA096755-07|NIH|National Cancer Institute|y
16228|60084|CA096755|1K08CA096755-01|NIH|National Cancer Institute|y
16228|60085|CA096755|5K08CA096755-02|NIH|National Cancer Institute|y
16228|60086|CA096755|5K08CA096755-03|NIH|National Cancer Institute|y
16228|60087|CA096755|5K08CA096755-05|NIH|National Cancer Institute|y
16228|60088|CA096755|5K08CA096755-06|NIH|National Cancer Institute|y
16232|60103|CA100094|5K08CA100094-04|NIH|National Cancer Institute|y
16232|60104|CA100094|5K08CA100094-05|NIH|National Cancer Institute|y
16232|60105|CA100094|1K08CA100094-01A2|NIH|National Cancer Institute|y
16232|60106|CA100094|5K08CA100094-02|NIH|National Cancer Institute|y
16232|60107|CA100094|5K08CA100094-03|NIH|National Cancer Institute|y
16234|60113|CA101934|5K08CA101934-05|NIH|National Cancer Institute|y
16234|60114|CA101934|5K08CA101934-06|NIH|National Cancer Institute|y
16234|60115|CA101934|1K08CA101934-01A1|NIH|National Cancer Institute|y
16234|60116|CA101934|7K08CA101934-02|NIH|National Cancer Institute|y
16234|60117|CA101934|5K08CA101934-04|NIH|National Cancer Institute|y
16237|60128|CA104882|5K08CA104882-04|NIH|National Cancer Institute|y
16237|60129|CA104882|5K08CA104882-05|NIH|National Cancer Institute|y
16237|60130|CA104882|1K08CA104882-01A1|NIH|National Cancer Institute|y
16237|60131|CA104882|5K08CA104882-02|NIH|National Cancer Institute|y
16237|60132|CA104882|5K08CA104882-03|NIH|National Cancer Institute|y
16245|60168|CA120349|5K08CA120349-02|NIH|National Cancer Institute|y
16245|60169|CA120349|5K08CA120349-03|NIH|National Cancer Institute|y
16245|60170|CA120349|5K08CA120349-04|NIH|National Cancer Institute|y
16245|60171|CA120349|5K08CA120349-05|NIH|National Cancer Institute|y
16245|60172|CA120349|1K08CA120349-01|NIH|National Cancer Institute|y
16247|60178|CA123100|5K08CA123100-02|NIH|National Cancer Institute|y
16247|60179|CA123100|5K08CA123100-03|NIH|National Cancer Institute|y
16247|60180|CA123100|5K08CA123100-04|NIH|National Cancer Institute|y
16247|60181|CA123100|5K08CA123100-05|NIH|National Cancer Institute|y
16247|60182|CA123100|1K08CA123100-01|NIH|National Cancer Institute|y
16277|60262|CA107450|5K23CA107450-02|NIH|National Cancer Institute|y
16277|60263|CA107450|5K23CA107450-03|NIH|National Cancer Institute|y
16277|60264|CA107450|5K23CA107450-05|NIH|National Cancer Institute|y
16277|60265|CA107450|5K23CA107450-06|NIH|National Cancer Institute|y
16277|60266|CA107450|1K23CA107450-01A2|NIH|National Cancer Institute|y
16304|60366|CA068484|5P01CA068484-12|NIH|National Cancer Institute|y
16304|60367|CA068484|5P01CA068484-13|NIH|National Cancer Institute|y
16304|60368|CA068484|5P01CA068484-14|NIH|National Cancer Institute|y
16304|60369|CA068484|5P01CA068484-15|NIH|National Cancer Institute|y
16304|60370|CA068484|5P01CA068484-09|NIH|National Cancer Institute|y
16304|60371|CA068484|5P01CA068484-10|NIH|National Cancer Institute|y
16304|60372|CA068484|2P01CA068484-11A1|NIH|National Cancer Institute|y
16384|60661|CA055833|5R01CA055833-14|NIH|National Cancer Institute|y
16384|60662|CA055833|5R01CA055833-15|NIH|National Cancer Institute|y
16384|60663|CA055833|5R01CA055833-10|NIH|National Cancer Institute|y
16384|60664|CA055833|2R01CA055833-11|NIH|National Cancer Institute|y
16384|60665|CA055833|5R01CA055833-12|NIH|National Cancer Institute|y
